attributes.Ambience.divey	attributes.RestaurantsDelivery	attributes.DogsAllowed	postal_code	hours.Thursday	attributes.HairSpecializesIn.coloring	attributes.BestNights.sunday	attributes.BYOB	attributes.AgesAllowed	attributes.Music.video	hours.Friday	latitude	attributes.Alcohol	attributes.Ambience.classy	attributes.RestaurantsTableService	business_id	attributes.Ambience.touristy	attributes.RestaurantsCounterService	attributes.Corkage	attributes.RestaurantsGoodForGroups	categories	name	attributes.BusinessAcceptsBitcoin	attributes.HappyHour	attributes.WheelchairAccessible	attributes.Ambience.hipster	attributes.BusinessAcceptsCreditCards	is_open	attributes.DietaryRestrictions.vegetarian	attributes.Music.live	attributes.Music.background_music	neighborhood	attributes.BusinessParking.lot	attributes.Music.karaoke	review_count	attributes.GoodForMeal.breakfast	attributes.NoiseLevel	attributes.HairSpecializesIn.perms	state	attributes.DriveThru	attributes.HasTV	attributes.GoodForMeal.dinner	attributes.BusinessParking.street	address	attributes.RestaurantsAttire	hours.Sunday	attributes.BestNights.tuesday	attributes.AcceptsInsurance	attributes.BestNights.wednesday	hours.Wednesday	attributes.HairSpecializesIn.kids	attributes.Open24Hours	attributes.Ambience.trendy	attributes.CoatCheck	hours.Monday	attributes.HairSpecializesIn.straightperms	city	attributes.HairSpecializesIn.curly	attributes.Music.no_music	hours.Tuesday	attributes.HairSpecializesIn.africanamerican	stars	attributes.RestaurantsPriceRange2	attributes.Ambience.intimate	attributes.GoodForMeal.latenight	attributes.GoodForMeal.dessert	attributes.BusinessParking.validated	attributes.GoodForMeal.lunch	attributes.GoodForKids	attributes.DietaryRestrictions.soy-free	attributes.GoodForMeal.brunch	attributes.BusinessParking.valet	longitude	attributes.DietaryRestrictions.gluten-free	attributes.BYOBCorkage	attributes.BusinessParking.garage	attributes.BestNights.friday	hours.Saturday	attributes.Music.dj	attributes.HairSpecializesIn.extensions	attributes.BestNights.saturday	attributes.Ambience.casual	attributes.BestNights.thursday	attributes.BestNights.monday	attributes.HairSpecializesIn.asian	attributes.DietaryRestrictions.kosher	attributes.WiFi	attributes.Smoking	attributes.DietaryRestrictions.halal	attributes.GoodForDancing	attributes.ByAppointmentOnly	attributes.Caters	attributes.RestaurantsReservations	attributes.DietaryRestrictions.dairy-free	attributes.DietaryRestrictions.vegan	attributes.Ambience.romantic	attributes.Music.jukebox	attributes.Ambience.upscale	attributes.RestaurantsTakeOut	attributes.BikeParking	attributes.OutdoorSeating
			28205								35.203695				l5LHGuxV-rGFswpzvYd8Lg					[u'Specialty Food', u'Meat Shops', u'Food']	Halal Market & Deli					True	1				Eastland	False		4				NC				False	3145 N Sharon Amity Rd													Charlotte					3.5	1				False					False	-80.760588			False																									
			85048	5:00-20:30						5:00-20:00	33.3044287				0AJF-USLN6K5T4caooDdjw					[u'Coffee & Tea', u'Food']	Starbucks					True	1					True		52				AZ				False	4605 E Chandler Blvd, Ste A		5:00-20:00				5:00-20:00					5:00-20:00		Phoenix			5:00-20:00		3.0	1				False					False	-111.9836263			False		5:00-20:00									free					False							True	True	True
False	False		53703	7:00-23:00						7:00-23:00	43.0819293	none	False	False	l6ChWz5fwhkvuEmThuFl5w	False			True	[u'Food', u'Vegan', u'Restaurants', u'Coffee & Tea']	Mother Fool's Coffeehouse				True	False	1				Williamson - Marquette	False		72	False	quiet		WI		False	False	True	1101 Williamson St	casual	8:00-23:00				7:00-23:00			False		7:00-23:00		Madison			7:00-23:00		3.5	1	False	False	True	False	False	False		False	False	-89.36579			False		8:00-23:00				True					free					False	False			False		False	True	True	False
		False	53703	11:00-19:00						11:00-18:00	43.0875659				xgat97NHmm8LR3wg_6d18w					[u'Fabric Stores', u'Shopping', u'Arts & Crafts']	Gayfeather Fabrics			False		True	1				Williamson - Marquette	True		6				WI				False	1521 Williamson St						11:00-19:00							Madison			11:00-19:00		4.5	2				False					False	-89.3584995			False		10:00-17:00																						True	
			89109								36.1272241				laa0uEuOSH3s1CKmXbu_cQ					"[u'Shopping', u""Men's Clothing"", u'Fashion', u""Women's Clothing""]"	Zara					True	1				The Strip	False		60				NV				False	3200 S Las Vegas Blvd													Las Vegas					3.0	2				False					False	-115.1715512			True																								False	
			89109								36.1035296				zx7dFzsCz7e3PhnFVfSFHw					[u'Photography Stores & Services', u'Electronics', u'Shopping']	Boulevard Cameras						1				The Strip			4				NV					3785 Las Vegas Blvd S													Las Vegas					2.0											-115.1723424																												
False	False		85340	7:00-22:00						7:00-22:00	33.4940968351	none	False	False	11bhfBbcFypczdz3N_w6iw	False			True	[u'Mexican', u'Fast Food', u'Restaurants']	Senor Taco			True	False	True	1					True		83	True	average		AZ	False	False	True	False	12958 W Indian School Rd, Ste B1	casual	7:00-22:00				7:00-22:00			False		7:00-22:00		Litchfield Park			7:00-22:00		3.5	1	False	False	False	False	True	True		False	False	-112.337768279			False		7:00-22:00				False					no					False	False			False		False	True	True	True
			89052	8:00-18:00						8:00-18:00	35.9990039				hrVqPwYUwT6JoF-cYQNrsw					[u'Doctors', u'Medical Centers', u'Health & Medical', u'Urgent Care', u'Family Practice']	Sunset Clinic					True	1				Southeast			17				NV					3175 St Rose Pkwy, Ste 121				True		8:00-18:00					8:00-18:00		Henderson			8:00-18:00		2.5											-115.1245612																		False										
			85034	0:00-0:00						0:00-0:00	33.4263377				vne128hQ6uLh2Ke6ujN59Q					[u'Heating & Air Conditioning/HVAC', u'Plumbing', u'Contractors', u'Water Heater Installation/Repair', u'Home Services']	Patrick Riley	False				True	1							43				AZ					1850 E Watkins St		0:00-0:00				0:00-0:00					0:00-0:00		Phoenix			0:00-0:00		4.0											-112.0413055					0:00-0:00													True										
			85040	8:00-16:00						8:00-16:00	33.4055558				crvqlN9mPfDQobIsss1fDQ					[u'Local Services', u'Recycling Center']	E-Waste Harvesters					False	1							3				AZ					3535 E Corona Ave						8:00-16:00					8:00-16:00		Phoenix			8:00-16:00		5.0											-112.0055707																												
			85017								33.4925662				0lDbeMYgfQ8JsLMb0e-Nmw					[u'Home Services', u'Home Cleaning']	Maximum Air Care						1							5				AZ					2990 W Clarendon Ave													Phoenix					1.0											-112.1236451																												
			85044								33.3176586				5Lbj9H7dTI8klLkqy5_iFA					[u'Beauty & Spas', u'Skin Care']	Laser 528					True	1					True		26				AZ				False	3820 E Ray Rd, Ste 26													Phoenix					4.0	2				False					False	-112.0031859			False															True									True	
			85044	10:00-18:00						10:00-18:00	33.351784				2mMty4iqYjFFm23DvwBUWw					[u'Contractors', u'Home Services']	Kb Home Studio						1							5				AZ					10429 S 51st St, Ste 100		10:00-18:00				10:00-18:00					10:00-18:00		Phoenix			10:00-18:00		3.0											-111.9726981					10:00-18:00																							
False	False		28210								35.089838	full_bar	False	True	MV9fUwgI2AQa4uZArynRlA	False			True	[u'Mexican', u'Restaurants']	Monterrey				False	True	1					True		59	False	average		NC		True	True	False	10707 Park Rd, Ste A	casual								False				Charlotte					3.0	1	False	False	False	False	True	True		False	False	-80.868412			False						True					no					False	False			False		False	True	True	True
False	False		15237	7:00-14:30						7:00-14:30	40.5716935	none	False	True	85nvKTJSN8byoeGRxzGkug	False			True	[u'Cafes', u'American (Traditional)', u'Breakfast & Brunch', u'Restaurants']	First Watch - Breakfast, Brunch & Lunch				True	True	1					False		46	True	average		PA		False	False	False	9176 Covenant Ave	casual	7:00-14:30				7:00-14:30			True		7:00-14:30		Pittsburgh			7:00-14:30		4.0	2	False	False	False	False	True	True		True	False	-80.0228519			False		7:00-14:30				True					free						False			False		False	True	True	True
	False	True	85003	11:00-14:00						11:00-21:00	33.4495511	none		False	LP6qd2sUvDcL2LoQjULk3g				True	[u'Food Trucks', u'American (Traditional)', u'Restaurants', u'Food', u'Barbeque', u'Sandwiches', u'Comfort Food', u'Cuban']	Comfort Cravings	False		True		True	0					False		5	False			AZ		False	False	True		casual					11:00-14:00							Phoenix			11:00-14:00		5.0			False	False	False	False			False	False	-112.0789355			False		9:00-14:00									no					True	False						True	True	True
			85233	10:00-20:30						10:00-20:30	33.3758363271				o7WABjZct-u2gpBR8LXckQ					[u'Convenience Stores', u'Department Stores', u'Gas Stations', u'Shopping', u'Food', u'Wholesale Stores', u'Grocery', u'Bakeries', u'Automotive', u'Fashion']	Costco			True		True	1					True		67				AZ				False	1415 N Arizona Ave		10:00-18:00				10:00-20:30					10:00-20:30		Gilbert			10:00-20:30		4.0	2				False					False	-111.84152357			False		9:30-18:00																						True	
			70174								48.7782				0V-I5TazN_FeeHg4oiXHDA					[u'Hotels & Travel', u'Active Life', u'Sporting Goods', u'Campgrounds', u'Shopping']	Larca Sportartikel						1							3				BW					Schloßstr. 49													Stuttgart					3.5	3										9.1684																												
	False		L5B 2C9								43.5930630623			False	ih8JrT4l5b0MYId6mLyBmQ				True	[u'Restaurants', u'Fast Food', u'Mexican']	Taco Bell						1							4				ON					100 City Centre Drive	casual												Mississauga					1.0	2						True				-79.6417387847																				False						True		False
			85016	8:30-17:00						8:30-17:00	33.523126				4F8KZ0wJ264yARfAAebBBQ					[u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pets', u'Dog Walkers', u'Pet Services']	Puff & Fluff Grooming and Pet Sitting						1							186				AZ					5835 N 16th St, Ste D-E		10:00-15:00				8:30-17:00					8:30-17:00		Phoenix			8:30-17:00		5.0											-112.0469308					8:30-15:30																							
			L5B 2C9	10:00-21:00						10:00-21:00	43.5931214				AjPD9Y-6GdiNmzlhhOW0rA					[u'Shopping', u'Eyewear & Opticians']	Ollie Quinn			True		True	1					False		3				ON				False	100 City Centre Dr		11:00-19:00				10:00-21:00					10:00-21:00		Mississauga			10:00-21:00		3.5	1				False					False	-79.6423516			True		9:30-21:00																						True	
			15201								40.4625174				E8duZ9YKVLn_n75lYY3Hyw					[u'Beer', u'Wine & Spirits', u'Hotels & Travel', u'Restaurants', u'Wine Tours', u'Active Life', u'Tours', u'Food']	Engine House 25						1				Lawrenceville			3				PA					3339 Penn Ave													Pittsburgh					4.5											-79.9678969																												
False	False		61874	11:00-0:00					False	11:00-0:00	40.0695988403	full_bar	False	True	89-bwvH5mWWOOb00VTUyFQ	False			True	[u'Burgers', u'Sports Bars', u'American (Traditional)', u'Restaurants', u'Bars', u'Nightlife']	Applebee's		False		False	True	1		False	True		True	False	24	False	quiet		IL	False	True	True	False	1201 N Dunlap Ave	casual	11:00-0:00				11:00-0:00			False		11:00-0:00		Savoy		False	11:00-0:00		2.5	2	False	False	False	False	False	True		False	False	-88.2490539551			False		11:00-0:00	False			False					free	no		False		False	False			False	False	False	True	False	False
	False	False	L5E 1E3	9:00-21:00						9:00-21:00	43.5753891	beer_and_wine	False	True	2yF0qgsSKHdawSRopnXguA	False			True	[u'Restaurants', u'Burgers', u'Hot Dogs']	P & J Hamburgers Inn			False	False	False	1					True		3	False			ON		True	False	False	943 Lakeshore Road E	casual					9:00-21:00			False		9:00-21:00		Mississauga			9:00-21:00		3.0	1	False	False	False	False	False			False	False	-79.5609147			False		9:00-21:00				False					free					False	False			False		False	True		False
	True		H7T 1H8	11:00-0:00						11:00-0:00	45.557656343	none	False	False	ILqSwhiIM3ZTtViybcNdRw	False			True	[u'Restaurants', u'Middle Eastern', u'Lebanese', u'Fast Food']	Boustan				False		1				Laval	False		12	False	average		QC	False	True	False	False	1601 Boulevard Daniel Johnson	casual	11:00-0:00				11:00-0:00			False		11:00-0:00		Laval			11:00-0:00		3.0	1	False	False	False	False	False	True		False	False	-73.743012473			False		11:00-0:00				False											False			False		False	True	False	True
	False		44011								41.4672169				bRrr2tmhBnE1uGFqmdFUhg				True	[u'Restaurants', u'Fast Food', u'Burgers']	Wendy's					True	1							3	False			OH	True	True	False		1487 Center Rd	casual												Avon					4.5	1		False	False		False	True		False		-82.0195644																				False						True	False	False
			44125	12:00-18:00						12:00-18:00	41.412995				x7fmcmKyICuQUpvMyR5uNw					[u'Windows Installation', u'Door Sales/Installation', u'Home Services']	Renewal by Andersen					True	1							3				OH					5480 Cloverleaf Parkway, Suite 1		12:00-16:00				12:00-18:00					12:00-18:00		Valley View			12:00-18:00		1.5											-81.635685					12:00-16:00													True										
			85323	8:00-18:00						8:00-18:00	33.4334649				DOBt16E3pBvGwHvqHDMJ_w					[u'Refinishing Services', u'Painters', u'Home & Garden', u'Home Services', u'Shopping', u'Contractors', u'Kitchen & Bath']	Elite Custom Painting & Cabinet Refinishing			False		True	1							35				AZ							8:00-18:00				8:00-18:00					8:00-18:00		Avondale			8:00-18:00		5.0											-112.3278161					8:00-18:00													True									False	
			28105	8:00-17:00						8:00-17:00	35.1164759				9Ae6F29-0ri3rJ8dvKGeBw					[u'Shopping', u'Home & Garden', u'Hardware Stores', u'Nurseries & Gardening']	Renfrow's Hardware & General Merchandise			True		True	1					False		18				NC				True	188 N Trade St						8:00-17:00							Matthews					5.0	1				False					False	-80.7215108			False		8:00-14:00																						True	
			85023								33.6411615				78lw6o88sVpx6NHxs17z5Q					[u'Apartments', u'Real Estate', u'Home Services']	Presidio North Apartments					False	1							3				AZ					17031 N 11th Ave Ofc													Phoenix					2.5											-112.085652																												
	False		H2Y 3B3	9:00-22:00						9:00-22:00	45.507656	full_bar	False	True	DwJlGxAJvohbDR_5jV-ERA	False			True	[u'Restaurants', u'American (Traditional)', u'French', u'Brasseries']	Le Fripon				False	True	1				Ville-Marie	False		31	False	average		QC		True	True	True	436 Place Jacques-Cartier	casual	8:00-23:00				9:00-22:00			False		9:00-22:00		Montréal			9:00-22:00		2.5	2	False	False	False	False	True	True		False	False	-73.553274			False		8:00-23:00				False					no					False	True			False		False	False	True	True
	False		H2S 3J2	7:00-19:00						7:00-19:00	45.5318241	beer_and_wine	False	True	i5j3FrxdR224KIjfv8x2CQ	False			True	[u'Breakfast & Brunch', u'Restaurants', u'Food', u'Sandwiches', u'Convenience Stores', u'Burgers']	Dépanneur le Pick-Up			True	False	False	1				Rosemont-La Petite-Patrie	False		63	True	average		QC		False	False	True	7032 Rue Waverly	casual	9:00-18:00				7:00-19:00			False		7:00-19:00		Montréal			7:00-19:00		4.5	1	False	False	False	False	True	True		True	False	-73.6176535			False		9:00-18:00				True					no					False	False			False		False	True	True	True
		False	85383	0:00-0:00						0:00-0:00	33.7325026937				dr2ILW7WVFvZIj8GShrrYA					[u'Hotels & Travel', u'Resorts', u'Event Planning & Services', u'Hotels']	Bluegreen Vacations Cibola Vista Resort and Spa					True	1							80				AZ					27501 North Lake Pleasant Pkwy		0:00-0:00				0:00-0:00					0:00-0:00		Peoria			0:00-0:00		3.0	2										-112.262259364					0:00-0:00									free														
			70806	9:00-18:30						9:00-18:30	48.8646				StXGhWBZh1bSamcMxhhbVw					[u'Shopping', u'Event Planning & Services', u'Photographers', u'Photography Stores & Services']	Foto Bartmann						1					False		5				BW				False	Bahnhofstr. 24						9:00-18:30					9:00-18:30		Kornwestheim			9:00-18:30		3.0	2				False					False	9.18265			False		9:00-15:00																							
False	False		85020								33.5668514		False	False	4P6hZh7aieaZJXShzP3JQg	False			True	[u'Restaurants', u'Mexican']	Oaxaca Restaurant				False	True	0					False		4	False	average		AZ			False	False	8925 N 12th St	casual								False				Phoenix					3.0	1	False	False	False	False	False	True		False	False	-112.0559069			False						False											False			False		False	True		False
			85020	8:30-17:30						8:30-17:30	33.5389948				1T6N959Q85RcNol_TuULew					[u'Financial Services', u'Travel Services', u'Insurance', u'Hotels & Travel']	AAA Phoenix Office						1							80				AZ					742 E Glendale Ave						8:30-17:30					8:30-17:30		Phoenix			8:30-17:30		3.5											-112.0640088																												
			28211	9:00-19:00	False					9:00-18:00	35.153816				RUfSxJoh9mSwaXB4yD7EUg					[u'Beauty & Spas', u'Hair Removal', u'Massage', u'Skin Care', u'Nail Salons', u'Hair Salons', u'Blow Dry/Out Services']	Euphoria Salon & Spa	False		True		True	1				South Park	True		9			False	NC				False	3904 Colony Rd, Ste D				False		9:00-18:00	False				10:00-14:00	False	Charlotte	False		9:00-19:00	False	2.5	2				False		False			False	-80.8249249			False		9:00-17:00		False					False						False									True	
			21211	9:00-17:00						9:00-17:00	39.3289463				CzmyMl4jnlyQYVaf3YmDYQ					[u'Beer', u'Wine & Spirits', u'Barbeque', u'Arts & Entertainment', u'Restaurants', u'Food', u'Festivals']	Beer Bourbon & BBQ Festival					True	1				Hampden	False		13				NC				False	4400 Sharon Rd						9:00-17:00					9:00-17:00		Charlotte			9:00-17:00		3.0	2				False		False			False	-76.6383832			True																								False	
			L5C 4P6	8:00-19:00						8:00-19:00	43.5644815478				fYe9mQ4pAzIGxWLnt945yQ					[u'Auto Repair', u'Automotive', u'Smog Check Stations', u'Oil Change Stations']	Oil Changers						1							9				ON					777 Dundas Street W		11:00-15:00				8:00-19:00					8:00-19:00		Mississauga			8:00-19:00		4.5											-79.6366072074					8:00-17:00																							
			15216								40.4100066				s-lwOqEEWb_peWh8DhhWUg					[u'Grocery', u'Food']	Market On Broadway IGA					True	1				Beechview	False		7				PA				True	1616 Broadway Ave													Pittsburgh					3.5	1				False					False	-80.0249876			False																							True	True	
			L3R 0Y5								43.8261994		False	True	QfYePNeb1_VVXHOAan5P9A	False			False	[u'Restaurants', u'Korean']	Taste of Korea				False	True	1				Milliken	False		9	False	average		ON		False	False	False	4300 Av Steeles E	casual								False				Markham					3.0		False	False	False	False	False	True		False	False	-79.3063174			False						False					no									False		False	True		False
			85042	8:00-20:00						8:00-20:00	33.37398				g3g2D7cPkJlLIdniad_inw					[u'Health & Medical', u'Rehabilitation Center']	South Mountain Post Acute					True	1							6				AZ					8008 S Jesse Owens Pkwy		8:00-20:00				8:00-20:00					8:00-20:00		Phoenix			8:00-20:00		3.0											-112.068638					8:00-20:00																							
False	True		89169	0:00-0:00						0:00-0:00	36.1181159041		False		Ohy6TtDSeJkVAtIHXP7pMw	False			False	[u'Sandwiches', u'American (Traditional)', u'Fast Food', u'Restaurants']	Subway				False	True	1				Eastside			7	False	average		NV		False	False		3900 Paradise Rd, Ste P	casual	0:00-0:00				0:00-0:00			False		0:00-0:00		Las Vegas			0:00-0:00		3.5	1	False	False	False		False	True		False		-115.154355116					0:00-0:00				False					free						False			False		False	True		False
			M4L 1E5	7:00-19:00						7:00-19:00	43.6660593				Taj-hM4T8cF-u7WtATwSmg					[u'Laundry Services', u'Local Services', u'Dry Cleaning', u'Dry Cleaning & Laundry']	Canadian Drycleaners					True	1				Leslieville	False		15				ON				True	1597 Queen Street E						7:00-19:00					7:00-19:00		Toronto			7:00-19:00		4.0	1				False					False	-79.317282			False		9:00-18:00									no													True	
False	False	False	15206	11:30-22:00		False			False	11:30-23:00	40.458138	full_bar	False	True	TFdLM8R_7Pf1xVeBNKl0hg	False		False	True	[u'Wine Bars', u'Breakfast & Brunch', u'Bars', u'Restaurants', u'Diners', u'Nightlife', u'Mediterranean']	Casbah		True	True	False	True	1		False	False	Shadyside	False	False	316	False	average		PA		False	True	True	229 S Highland Ave	dressy	11:00-21:00	False		False	11:30-22:00			True	True	11:30-22:00		Pittsburgh		False	11:30-22:00		4.0	3	False	False	False	False	False	False		False	True	-79.924797		yes_free	False	True	11:30-23:00	False		True	False	True	False			free	no		False		True	True			False	False	False	True	True	True
			15206								40.460094				kYoYn6UfxEbeN3f0sYUawg					[u'Beauty & Spas', u'Shopping', u'Cosmetics & Beauty Supply']	Modern Hair Beauty Supply					True	1				Shadyside	False		3				PA				False	6320 Shakespeare St													Pittsburgh					4.0	2				False					False	-79.9238524			False															False										
False			28054	10:00-21:00		False			False	10:00-21:00	35.2254112	beer_and_wine	False		lwOuoY4YW1j9zl0RWIIP4A	False			True	[u'Food', u'Beer', u'Wine & Spirits', u'Nightlife', u'Wine Bars', u'Bars']	Grape & Barley		True		False	True	1		False	False		False	False	14		average		NC		True		False	1933 Hoffman Rd, Ste 4			False		False	10:00-21:00			False	False	10:00-21:00		Gastonia		False	10:00-21:00		4.5	2	False			False					False	-81.1337295			False	False	10:00-21:00	False		False	True	False	False						False			False			False	False	False		True	True
			89123	8:00-17:00						8:00-17:00	36.043894				GfsWCrv1bxR61XX4wyrsCQ					[u'Local Services', u'Self Storage']	Value Self Storage					True	1				Southeast			8				NV					8020 Las Vegas Blvd S		8:00-12:00				8:00-17:00					8:00-17:00		Las Vegas			8:00-17:00		3.0											-115.171073					8:00-17:00																							
	False		89123								36.0549747				Piw03nxAXZF86UYaVrDn1g				True	[u'Italian', u'Restaurants']	Sbarro the Italian Eatery					True	1				Southeast			3				NV		False			7400 Las Vegas Blvd S	casual												Las Vegas					2.5	1						True				-115.1690569																				False						True	True	
			89123								36.055227				SnvwmR7Uh5eRJtnHHf5pJg					[u'Shopping', u'Outlet Stores']	Dickies Factory Outlet					True	0				Southeast			7				NV					7400 Las Vegas Blvd S, Ste 140													Las Vegas					4.0	2										-115.172345																												
			89123	10:00-19:00						10:00-19:00	36.0150109357				0aKsGxx7XP2TMs_fn_9xVw					[u'Food', u'Chocolatiers & Shops', u'Bakeries', u'Specialty Food', u'Desserts']	Sweet Ruby Jane Confections			True		True	0				Southeast	True		30				NV				False	8975 S Eastern Ave, Ste 3-B						10:00-19:00					10:00-19:00		Las Vegas			10:00-19:00		4.0	1				False					False	-115.117794424			False		10:00-19:00																							
False	False		28134								35.0912601	none	False	False	K7047_-at7Ydi4gl2UuS_w	False			True	[u'Sandwiches', u'Restaurants', u'Fast Food']	Arby's				False	True	1							8	False			NC	True	False	False		597 N Polk St	casual								False				Pineville					3.0	1	False	False	False		False	True		False		-80.8857292									False										False	False			False		False	True	False	False
False	True		89014	10:00-20:00						10:00-20:00	36.0719033672	none	False	False	nepZ1HPAgBqw0TgJWbSgOA	False			True	[u'American (Traditional)', u'Food', u'Barbeque', u'Food Trucks', u'Restaurants', u'Caterers', u'Event Planning & Services']	Sin City Smokers Barbecue and Catering	False		True	False	True	1					False		105	False	average		NV		True	True	False	2861 N Green Valley Pkwy	casual	10:00-20:00				10:00-20:00			False		10:00-20:00		Las Vegas			10:00-20:00		4.5	2	False	False	False	False	True	True		False	False	-115.08327132			False		10:00-20:00				True					no					True	False			False		False	True	True	True
			85225								33.335608				fTQfwAzGHf881JGBO9hhyA					[u'Sporting Goods', u'Shopping']	Big 5 Sporting Goods			True		True	1					False		8				AZ				False	2050 N Arizona Ave													Chandler					3.0	2				False					False	-111.8422096			False																								True	
	True		M4M 1K7	17:00-21:00						17:00-21:00	43.6619327	none	False	False	VeVjZ8aR_zFEM9jKJuvraw	False			False	[u'Sushi Bars', u'Restaurants']	Sushi Marche			False	False	True	0				Leslieville	False		52	False	quiet		ON		False	True	True	1105 Queen Street E	casual	17:00-21:00				17:00-21:00			False		17:00-21:00		Toronto			17:00-21:00		3.5	2	False	False	False	False	True	False		False	False	-79.3356472			False		15:00-22:00				True					no					True	False			False		False	True	True	False
			M6R 1X3	8:00-22:00						8:00-22:00	43.6550901				1vBwbEnM65zyxiJZTttMJQ					[u'Food', u'Grocery']	Loblaws					True	1				Roncesvalles	True		10				ON				False	2280 Dundas Street W		8:00-22:00				8:00-22:00					8:00-22:00		Toronto			8:00-22:00		2.5	2				False					False	-79.4493723			False		8:00-22:00																						True	
			89103	10:00-16:00						10:00-16:00	36.1128137				3cg9xHj5dmm7wD37yojrcg					[u'Shopping', u'Home & Garden', u'Furniture Stores']	Urban Chic			True		True	1					False		3				NV				False	4845 W Nevso Dr						10:00-16:00					10:00-16:00		Las Vegas			10:00-16:00		4.5	3				False					False	-115.20648			False		10:00-16:00																							
			89103								36.099401				tvQ6D_bcId7jfSz_8x_MgQ					[u'Gas Stations', u'Automotive']	Rebel Oil					True	1							4				NV					5995 W Tropicana Ave													Las Vegas					1.0											-115.2244918																												
			M8V 4G1								43.62615				HK7ZpxfBJrS-5LRyGBrBOg					[u'Beauty & Spas', u'Nail Salons']	Sherry's Nails & Spa					True	1				Etobicoke	False		13				ON				False	58 Marine Parade Drive, Unit 114													Etobicoke					2.5	1				False					False	-79.476751			False															False									True	
			M4E 2N8								43.6664916357				oRAOQy4eyYOswO9zMXF-Uw					[u'Food', u'Coffee & Tea', u'Ice Cream & Frozen Yogurt']	Beaches n Cream					True	1				The Beach	False		3				ON				False	2 Lee Avenue, Kew Beach Park													Toronto					3.5	2				False					False	-79.2970724031			False											free												True	True	True
			85204	12:00-23:00						12:00-1:00	33.3920254				c9mex94NtzSZI70OfxIYQQ					[u'Event Planning & Services', u'Arcades', u'Arts & Entertainment', u'Venues & Event Spaces', u'Bowling', u'Active Life', u'Amusement Parks', u'Nightlife']	AMF Mesa Lanes					True	1					True		25				AZ				False	2115 E Southern Ave		12:00-23:00				12:00-23:00					14:00-23:00		Mesa			12:00-23:00		2.5					False		True			False	-111.7861841			False		12:00-1:00																						False	
			L4C 0H4	6:30-21:00						6:30-21:00	43.8401681101				HyTU5csmWyupLz1EhFKLYA					[u'Golf', u'Active Life']	Richmond Hill Golf Club						1					False		4				ON				False	8755 Bathurst Street		6:30-21:00				6:30-21:00					6:30-21:00		Richmond Hill			6:30-21:00		4.0					False		True			False	-79.4567731129			False		6:30-21:00																						True	
	True		M6K 1M3	11:30-22:00						11:30-22:00	43.6405873	none	False	True	arDp3i7B_ULDsbZcYk_57A	False			True	[u'Restaurants', u'Indian']	Glory Of India Roti Cuisine			False	False	True	1				Parkdale	False		38	False	quiet		ON		True	True	True	1407 Queen Street W	casual	12:00-22:00				11:30-22:00			False		11:30-22:00		Toronto			11:30-22:00		4.0	2	False	False	False	False	True	True		False	False	-79.4365725			False		12:00-22:00				True					free					True	True			False		False	True	True	False
	False		M4M 1Y3	17:00-2:00						17:00-2:00	43.6658422				VIsPmeZBMLkgbgw4UqCjUQ				False	[u'Barbeque', u'Bars', u'Nightlife', u'Restaurants']	AAA Bar						1				Riverdale			8	False			ON			False		598 Gerrard Street E	casual	12:00-2:00				17:00-2:00					17:00-2:00		Toronto			17:00-2:00		3.0	2		False	False		False	True		False		-79.3519276					12:00-2:00									no						False						True		
			M1V 5N1								43.8215127			True	pr7tK5TICKRsF-6uci08Pw				True	[u'Vietnamese', u'Asian Fusion', u'Restaurants', u'Thai']	Lemongrass						0				Scarborough	False		9		very_loud		ON		False		False	633 Silver Star Boulevard	casual												Scarborough					3.0	1				False		True			False	-79.2988384			False																							True		
	False		EH19 3								55.8779521	full_bar	False	True	MLqSxca8xQvbhI8WqhqHLA	False			True	[u'Italian', u'Restaurants']	Gigi's Italian Restaurant				False	True	1					False		5	False	average		MLN		False	False	False	72/74 Lothian Street	casual								False				Bonnyrigg and Lasswade					4.0	2	False	False	False		False	True		False	False	-3.1008403			False						False					free						True			False		False	True	True	False
			M3H 2V2	11:00-22:00						11:00-22:00	43.7331082				Kpk1wm96lLQV3gJWNumfbg					[u'Fitness & Instruction', u'Specialty Schools', u'Dance Schools', u'Dance Studios', u'Event Planning & Services', u'Education', u'Active Life']	Your Wedding Dance						1							3				ON					6 A Tippett Road						11:00-22:00					11:00-22:00		Toronto			11:00-22:00		5.0											-79.4471179					13:00-18:00													True										
	False		H3J 2J4	7:30-18:00						7:30-18:00	45.4791333839				_W82WbZ-HOiEtr1RWYhM_Q					[u'Bakeries', u'Food']	Au Pain Doré						1				Sud-Ouest	False		4				QC				False	115 Avenue Atwater		7:30-18:00				7:30-17:00					7:30-17:00		Montréal			7:30-17:00		4.0	2				False					False	-73.5752339254			False		7:30-18:00														False							True	True	
		True	M6J 1W7	12:00-18:00						12:00-18:00	43.6501928				l-kV62e7u3nVQ-ofb-Zoyg					[u'Shopping', u'Jewelry', u'Fashion']	Armed			True		True	1				Little Italy	False		3				ON				True	1024 Dundas Street W		11:00-17:00				12:00-18:00							Toronto			12:00-18:00		4.0	2				False					False	-79.4164971			False		11:00-18:00													False									True	
